ストリートファイター
地獄車(命中), 1;Swing.wav;1;Swing.wav;1;Swing.wav;Shock(Low).wav
千裂脚(命中), 2;Punch.wav;1;Punch.wav;2;Punch.wav;1;Punch.wav;1;Punch.wav;2;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;2;Punch.wav;1;Punch.wav;Punch.wav
覇山天昇脚(命中), 3;Punch.wav;2;Punch.wav;2;Punch.wav;1;Punch.wav;1;Punch.wav;Punch.wav
流星落, Bow.wav
流星落(命中), Shock(Low).wav
尖杖蹴(命中), Punch.wav
覇山蹴(命中), FightHit(3).wav
発勁(命中), Bazooka.wav
転身鷲脚(命中),	Warship.wav
天星乱華, Bow.wav;4;Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav
天星乱華(命中), Bazooka.wav
鳳翼扇(命中), 4;Punch(3).wav;3;Punch(2).wav;3;Punch(3).wav;Crash.wav
タイガーキャノン, Whiz.wav
タイガーキャノン(命中), Explode.wav
タイガーレイド(命中), Combo.wav
タイガージェノサイド(命中), 3;Punch.wav;3;Punch.wav;1;Punch.wav;1;Punch.wav;Combo.wav
タイガーショット, Whiz.wav
タイガーショット(命中), Shock(Low).wav
タイガークラッシュ(命中), Cannon.wav
タイガーブロウ(命中), Punch(3).wav
タイガーアッパーカット(命中), Bazooka.wav
ジャガーキック(命中), Slash.wav
ジャガートゥース(命中), Punch.wav
ライジングジャガー(命中), 2;Punch.wav;Punch.wav
ジャガーリボルバー(命中), 3;Slash.wav;3;Slash.wav;Slash.wav
バンディエットチェーン(命中), 3;BreakOff.wav;4;Shock(Low).wav;Shock(Low).wav
マーダラーチェーン(命中), 3;BreakOff.wav;5;Shock(Low).wav;Shock(Low).wav
ザ・バーディー(命中), Combo.wav
ブルリベンジャー(命中), 3;Shock(Low).wav;5;Shock(Low).wav;Shock(Low).wav
武神イズナ落とし(命中),	Shock(Low).wav
武神旋風脚, 1;Swing.wav;1;Swing.wav;Swing.wav
武神旋風脚(命中), 1;Punch.wav;1;Punch.wav;Punch.wav
武神獄鎖拳(命中), Punch(3).wav
武神八双拳(命中), Punch(3).wav
武神剛雷脚(命中), Combo.wav
ジゴクスクレイブ, Saber.wav
ブツメツバスター(命中), 2;Swing.wav;3;Shock(Low).wav
ダイキョウバーニング(命中), 8;MultipleRocketLauncher.wav;Fire.wav
メイドノミヤゲ(命中), 2;Saber.wav;2;Saber.wav;Saber.wav
ソニックブーム, Whiz.wav
ソニックブーム(命中), Slash.wav
サマーソルトシェル(命中), Slash.wav
ソニックブレイク, MultipleRocketLauncher(Light).wav
ソニックブレイク(命中), 2;Slash.wav;2;Slash.wav;1;Slash.wav;Slash.wav
サマーソルトジャスティス(命中), 4;Slash.wav;Slash.wav
クロスファイアブリッツ(命中), Combo.wav
ソウルスパーク, Whiz.wav
ソウルスパーク(命中), Shock(Low).wav
ソウルスパイラル(命中), Explode(Small).wav
ソウルスルー(命中), Shock(Low).wav
オーラソウルスパーク, Whiz.wav
オーラソウルスパーク(命中), 2;Punch.wav;2;Punch.wav;2;Punch.wav;Explode(Small).wav
オーラソウルスルー(命中), 2;Punch.wav;2;Punch.wav;Shock(Low).wav
ホバーキック(命中), Punch.wav
サイコセイバー(命中), Slash.wav
サイコショット, Whiz.wav
サイコショット(命中), Shock(Low).wav
ヘッドプレス(命中), Punch.wav
ダブルニープレス(命中), Punch(2).wav
サイコクラッシャー, Whiz.wav
サイコクラッシャー(命中), Explode.wav
ニープレスナイトメア(命中), 1;Punch.wav;4;Punch.wav;1;Punch.wav;4;Punch.wav;Punch(3).wav
ファイナルサイコクラッシャー, FlyBy.wav
ファイナルサイコクラッシャー(命中), Explode(Far).wav
天魔空刃脚(命中), Punch.wav
斬空波動拳, Whiz.wav
斬空波動拳(命中), Shock(Low).wav
豪波動拳, Whiz.wav
豪波動拳(命中), Shock(Low).wav
竜巻斬空脚, 1;Swing.wav;1;Swing.wav;1;Swing.wav
竜巻斬空脚(命中), 1;Punch.wav;1;Punch.wav;Punch.wav
百鬼襲(命中), Punch.wav
豪昇龍拳(命中), Punch.wav
天魔豪斬空, Whiz.wav
天魔豪斬空, 2;Explode.wav;2;Explode.wav;2;Explode.wav;2;Explode.wav;2;Explode.wav
滅殺豪波動, Whiz.wav
滅殺豪波動(命中), 2;Explode.wav;2;Explode.wav;2;Explode.wav;2;Explode.wav;2;Explode.wav
滅殺豪昇龍(命中), 1;Punch.wav;1;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Shock(Low).wav
滅殺豪螺旋, 1;Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav;Storm.wav
滅殺豪螺旋(命中), Combo.wav
我道拳, Swing.wav
我道拳(命中), Punch.wav
断空脚(命中), 2;Punch.wav;5;Punch.wav;Punch.wav
晃龍拳(命中), Punch.wav
晃龍烈火(命中), 2;Punch.wav;4;Punch.wav;2;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;Shock(Low).wav
震空我道拳, Whiz.wav
震空我道拳(命中), 2;Explode(Small).wav;2;Explode(Small).wav;2;Explode(Small).wav
必勝無頼拳(命中), 2;Whip.wav;2;Punch.wav;2;Whip.wav;2;Punch.wav;2;Punch.wav;4;Punch.wav;2;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;Explode(Small).wav
ドリルキック(命中), Punch.wav
ヨガファイアー, AntiAirMissile.wav
ヨガファイアー(命中), Fire.wav
ヨガスマッシュ(命中), Punch(3).wav
ヨガフレイム, Breath.wav
ヨガフレイム(命中), Explode(Small).wav
ヨガインフェルノ, Breath.wav
ヨガインフェルノ(命中), Explode(Nuclear).wav
ヨガストライク(命中), 3;Shock(Low).wav;3;Swing.wav;Shock(Low).wav
ヨガテンペスト, Breath.wav
ヨガテンペスト(命中), Explode(Nuclear).wav
ダブルラリアット, 2;Swing.wav;2;Swing.wav;Swing.wav
ダブルラリアット(命中), 2;Punch.wav;2;Punch.wav;Punch.wav
バニシングフラット(命中), Saber.wav
アトミックスープレックス(命中), 3;Shock(Low).wav;3;Swing.wav;Shock(Low).wav
スクリューパイルドライバー(命中), 1;Swing.wav;1;Swing.wav;1;Swing.wav;2;Swing.wav;Shock(Low).wav
エリアルロシアンスラム(命中), 2;Swing.wav;Shock(Low).wav
脊断(命中), Punch(2).wav
蛇穿(命中), 3;Shock(Low).wav;Punch.wav
百連勾(命中), Combo.wav
徨牙(命中), Punch.wav
逆瀧(命中), 4;Punch.wav;1;Punch.wav;Punch.wav
死点咒(命中), Combo.wav
狂牙(命中), 3;Punch.wav;Crash.wav
蛇咬叭(命中), 2;Swing.wav;3;Shock(Low).wav;Punch.wav
惨影(命中), Crash.wav
ロッド(命中), Punch.wav
スティンガー(命中), Stab.wav
メコンデルタアタック(命中), Shock(Low).wav
パトリオットサークル(命中), 3;Punch.wav;3;Punch.wav;Punch.wav
スティールレイン(命中), 2;Stab.wav;2;Stab.wav;1;Stab.wav;Stab.wav
マインスイーパー(命中), Explode.wav
テイクノープリズナー, Bow.wav
テイクノープリズナー(命中), -.wav
さくら落とし(命中), Punch.wav
春風脚, 1;Swing.wav;1;Swing.wav;1;Swing.wav
春風脚(命中), 1;Punch.wav;1;Punch.wav;Punch.wav
咲桜拳(命中), Bazooka.wav
チャージ波動拳, Whiz.wav
チャージ波動拳(命中), Explode(Small).wav
乱れ桜(命中), 1;Punch.wav;1;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Shock(Low).wav
春一番(命中), 1;Punch.wav;1;Punch.wav;1;Punch.wav;Combo.wav
ローリングアタック, 1;Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav
ローリングアタック(命中), Crash.wav
グランドシェイブローリング, 1;Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav
グランドシェイブローリング(命中), Combo.wav
突っ張り(命中), Punch.wav
百裂張り手(命中), Combo.wav
スーパー頭突き, Whiz.wav
スーパー頭突き(命中), Crash.wav
スーパー百貫落し, Swing.wav
スーパー百貫落し(命中), Shock(Low).wav
大銀杏投げ(命中), Shock(Low).wav
鬼無双(命中), 3;Punch.wav;3;Punch.wav;Combo.wav
富士颪(命中), 4;Punch.wav;3;Punch.wav;3;Punch.wav;Punch.wav
大蛇砕き(命中), 3;Shock(Low).wav;2;Swing.wav;3;Shock(Low).wav;2;Swing.wav;Explode.wav
スカイハイクロー, Swing.wav
スカイハイクロー(命中), Slash.wav
Ｆ・バルセロナアタック, Swing.wav
Ｆ・バルセロナアタック(命中), Slash.wav
スカーレットテラー(命中), Punch.wav
イズナドロップ, Swing.wav
イズナドロップ(命中), Shock(Low).wav
Ｒ・Ｃ・フラッシュ(命中), Slash.wav
スカーレットミラージュ(命中), 1;Punch.wav;1;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;Punch.wav
ローリングイズナドロップ, Swing.wav
ローリングイズナドロップ(命中), 2;Shock(Low).wav;5;Shock(Low).wav;Shock(Low).wav
レッドインパクト(命中), 4;Slash.wav;Slash.wav
キャノンストライク(命中), Punch.wav
フーリガンコンビネーション(命中), Shock(Low).wav
アクセルスピンナックル(命中), Punch.wav
スパイラルアロー(命中), Punch(2).wav
キャノンスパイク(命中), Punch.wav
リバースシャフトブレイカー(命中), Combo.wav
スピンドライブスマッシャー(命中), 3;Punch.wav;Punch.wav
バッドストーン,	Bomb.wav
バッドストーン(命中), Punch.wav
ナイフ(命中), Stab.wav
ナイフ投げ, Bow.wav
ナイフ投げ(命中), Stab.wav
ラフィアンキック(命中), Punch.wav
クリミナルアッパー, Whiz.wav
クリミナルアッパー(命中), Shock(Low).wav
デッドエンドアイロニー(命中), Combo.wav
ファイナルデストラクション(命中), 2;Whip.wav;2;Punch.wav;1;Swing.wav;2;Punch.wav;2;Whip.wav;1;Swing.wav;1;Punch.wav;2;Punch.wav;3;Punch.wav
レインボーソバット(命中), Punch.wav
フライングピーチ(命中), Shock(Low).wav
シューティングピーチ(命中), Shock(Low).wav
ウイングレスエアプレーン(命中), 2;Swing.wav;Shock(Low).wav
デイドリームヘッドロック(命中), 4;BreakOff.wav;3;Bow.wav;Shock(Low).wav
パラダイスホールド(命中), 3;Shock(Low).wav;3;Swing.wav;Shock(Low).wav
サーディンズビーチスペシャル(命中), 3;Punch.wav;Shock(Low).wav
レインボーヒップスラッシュ(命中), 8;Punch(3).wav;Shock(Low).wav
ヘブンリーダイナマイト(命中), 1;Punch.wav;1;Punch.wav;4;Punch.wav;Shock(Low).wav
焔蹴り(命中), Punch(2).wav
烈殲破(命中), Punch.wav
崩掌(命中), Punch.wav
烈尖頂(命中), 3;Saber.wav;Saber.wav
無尽脚(命中), Punch(2).wav
夜叉返し(命中), Punch.wav
荒熊いなし(命中), 3;Punch.wav;3;Punch.wav;Shock(Low).wav
紅蓮拳(命中), 4;Punch.wav;Punch.wav
神月流皇王拳(命中), Combo.wav
神月流神扉開闢(命中), Combo.wav
サマーソルトキック(命中), Slash.wav
ソニックハリケーン, MultipleRocketLauncher(Light).wav
ソニックハリケーン(命中), 2;Slash.wav;2;Slash.wav;1;Slash.wav;Slash.wav
サマーソルトストライク(命中), 4;Slash.wav;Slash.wav
トータルワイプアウト(命中), Combo.wav
ターンパンチ(命中), Crash.wav
クレイジーバッファロー(命中), 3;Punch.wav;3;Punch.wav;Punch.wav
ファイナルターンパンチ(命中), Crash.wav
ギガトンブロー(命中), Crash.wav
烈空脚, Swing(2).wav
烈空脚(命中), Punch.wav
烈火拳, 2;Saber.wav;2;Saber.wav;2;Saber.wav
烈火拳(命中), Punch(3).wav
熾炎脚, 2;Swing.wav;2;Swing.wav
熾炎脚(命中), Fire.wav
烈火真拳(命中), 2;Punch.wav;2;Punch.wav;2;Punch.wav;2;Punch.wav;2;Punch.wav
熾炎連脚, 2;Swing.wav;2;Swing.wav
熾炎連脚(命中), Combo.wav
龍八砕(命中), 2;Punch.wav;2;Punch.wav;2;Swing(2).wav;8;Crash.wav
エアスラッシャー(命中), Saber.wav
ジャックナイフマキシマム, Swing(2).wav
ジャックナイフマキシマム(命中), Punch(2).wav
ダブルローリングソバット, 2;Swing.wav;2;Swing(2).wav
ダブルローリングソバット(命中), Punch(2).wav
マシンガンアッパー, FastGun.wav
マシンガンアッパー(命中), Combo.wav
ソバットカーニバル, 2;Swing.wav;2;Swing(2).wav;2;Swing.wav;2;Swing(2).wav
ソバットカーニバル(命中), 2;Punch(4).wav;6;Punch(2).wav
テーマオブサンライズ, 2;Swing(2).wav;2;Swing(2).wav;2;Swing(2).wav
テーマオブサンライズ(命中), 3;Combo.wav;3;Combo.wav;3;Combo.wav
クライマックスビート, 2;Swing.wav
クライマックスビート(命中), 3;FastGun.wav;3;FastGun.wav;3;FastGun.wav;3;FastGun.wav;8;Crash.wav
トマホークバスター, Swing.wav
トマホークバスター(命中), Punch.wav
コンドルスパイア, Swing(2).wav
コンドルスパイア(命中), Punch.wav
コンドルダイブ, Jet.wav
コンドルダイブ(命中), Shock(Low).wav
メキシカンタイフーン(命中), 3;BreakOff.wav;3;Swing.wav;2;Swing.wav;2;Swing.wav;2;Swing.wav;8;Shock(Low).wav
コンドルダイブ, Jet.wav
キャニオンスプリッター(命中), 2;Punch(3).wav;Punch(4).wav
レイジングタイフーン(命中), 3;BreakOff.wav;3;Swing.wav;2;Swing.wav;2;Swing.wav;2;Swing.wav;8;Shock(Low).wav;2;Swing.wav;2;Swing.wav;2;Swing.wav;8;Shock(Low).wav
双棍(命中), Punch.wav
マンチェスターブラック, 2;Swing.wav;2;Swing.wav;Swing.wav
マンチェスターブラック(命中), Punch.wav;1;Punch.wav;Punch.wav
カンタベリーブルー, 1;Swing.wav;1;Swing.wav;1;Swing.wav;Swing.wav
カンタベリーブルー(命中), Explode(Small).wav
セントアンドリューグリーン(命中), Saber.wav
リバプールホワイト(命中), Punch.wav
オックスフォードレッド(命中), Punch(2).wav
マンチェスターゴールド, 1;Swing.wav;1;Swing.wav;Swing.wav
マンチェスターゴールド(命中), Combo.wav
ユニオンジャックプラチナム(命中), Combo.wav
トンファー(命中), Punch.wav
拳コ(命中), Punch.wav
天狗倒し(命中), Shock(Low).wav
烈風脚, 1;Swing.wav;1;Swing.wav;Swing.wav
烈風脚(命中), 1;Saber.wav;1;Saber.wav;Saber.wav
鉄心崩(命中), 3;Bazooka.wav;Shock(Low).wav
武神剛雷破(命中), Combo.wav
フライングクロスチョップ, Bow.wav
フライングクロスチョップ(命中), Punch.wav
エアニースマッシュ, Bow.wav
エアニースマッシュ(命中), Bazooka.wav
エアスタンピート, Bow.wav
エアスタンピート(命中), Shock(Low).wav
スラッシュエルボー(命中), Saber.wav
フラッシュチョップ(命中), Saber.wav
スパイラルＤＤＴ, Bow.wav
旋風脚(命中), Punch.wav
打開(命中), Punch.wav
雷撃蹴(命中), Punch.wav
絶招歩法(命中), Cannon.wav
虎撲子(命中), Bazooka.wav
二翔脚(命中), Punch(2).wav
鉄山靠(命中), Crash.wav
槍雷連撃(命中), Combo.wav
飛天双龍陣(命中), Combo.wav
蟷螂斬(命中), Saber.wav
蟷螂斬(命中), 2;Saber.wav;Saber.wav
蟷螂斬(命中), 2;Saber.wav;2;Saber.wav;Saber.wav
白虎双掌打(命中), Bazooka.wav
穿弓腿(命中), Punch(2).wav
雷震魔破拳(命中), 4;Saber.wav;2;Explode(Small).wav;Explode.wav
転身穿弓腿(命中), Combo.wav
吊るし喉輪・唐草(命中), BreakOff.wav
閃空カカト落とし・剣(命中), Saber.wav
直上正拳突き・吹上(命中), Cannon.wav
打ち下ろし手刀・颪(命中), Saber.wav
突進正拳突き・疾風(命中), Crash.wav
ショーンパチキ(命中), Punch(2).wav
トルネード(命中), 2;Punch.wav;4;Punch.wav;Punch.wav
リュウビキャク(命中), Saber.wav
ショーンタックル(命中), 4;BreakOff.wav;Punch(2).wav
ドラゴンスマッシュ(命中), Bazooka.wav
ハドウバースト, Whiz.wav
ハドウバースト(命中), Shock(Low).wav
ハイパートルネード(命中), Combo.wav
ショウリュウキャノン(命中), 1;Punch.wav;1;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;4;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Punch.wav;1;Shock(Low).wav
まわし肘(命中), Punch.wav
日輪掌, Whiz.wav
日輪掌(命中), Shock(Low).wav
人柱渡り, Bow.wav
人柱渡り(命中), Shock(Low).wav
鬼ヤンマ(命中), Bazooka.wav
仁王力(命中), 2;Shock(Low).wav;2;Shock(Low).wav;Shock(Low).wav
天狗石, 2;Swing.wav;Swing.wav
天狗石(命中), 2;Crash.wav;Crash.wav
夜行魂, Whiz.wav
夜行魂(命中), Thunder.wav
鬼神力(命中), 2;Shock(Low).wav;2;Shock(Low).wav;4;Shock(Low).wav;2;Shock(Low).wav;2;Shock(Low).wav;Shock(Low).wav
腕部による上方攻撃<仮>(命中), Cannon.wav
転倒からの頭部痛撃<仮>(命中), Cannon.wav
高速度連続打撃<仮>(命中), 2;Cannon.wav;2;Cannon.wav;Cannon.wav
突進頭部打撃<仮>, Bow.wav
突進頭部打撃<仮>(命中), Bazooka.wav
突進下肢打撃<仮>, Bow.wav
突進下肢打撃<仮>(命中), Bazooka.wav
捕獲及び痛恨打撃<仮>(命中), 2;BreakOff.wav;Crash.wav
爆発を伴う打撃や捕獲<仮>, BeamCoat.wav
爆発を伴う打撃や捕獲<仮>(命中), Explode(Nuclear).wav
突進及び致死連続打撃<仮>(命中), FastGun.wav
腹部及び後頭部への痛打<仮>(命中), 4;Cannon.wav;Crash.wav
Ｂ．Ｍ．Ｋ．(命中), Stab.wav
Ｎ．Ｄ．Ｌ．(命中), Stab.wav
Ａ．Ｘ．Ｅ．(命中), Slash.wav
Ｄ．Ｒ．Ａ．, Bow.wav
Ｄ．Ｒ．Ａ．(命中), Shock(Low).wav
Ｘ．Ｎ．Ｄ．Ｌ．(命中), 2;Stab.wav;2;Stab.wav;2;Stab.wav;Stab.wav
Ｘ．Ｆ．Ｌ．Ａ．Ｔ．(命中), Combo.wav
あまりに無垢なエギーユ(命中), Punch.wav
ヴェルテュの残光, Whiz.wav
ヴェルテュの残光(命中), Slash.wav
冷たく蒼いルグレ(命中), Saber.wav
マ・シェリの悲哀(命中), Slash.wav
憤怒のシュペルノーヴァ, MultipleRocketLauncher.wav
憤怒のシュペルノーヴァ(命中), 2;Slash.wav;1;Slash.wav;2;Slash.wav;Slash.wav
ヴィエルジュに安息を(命中), 4;Slash.wav;Crash.wav
傷心のノクテュルヌ(命中), Bazooka.wav
巻き蹴り(命中), Punch.wav
苦無, Bow.wav
苦無(命中), Stab.wav
飛燕, Bow.wav
飛燕(命中), Punch(2).wav
首折り(命中), 3;BreakOff.wav;Shock(Low).wav
雷打(命中), 3;BreakOff.wav;Bazooka.wav
風斬り(命中), Slash.wav
旋(命中), 2;Saber.wav;2;Saber.wav;Saber.wav
霞朱雀, 2;Bow.wav;2;Bow.wav;2;Bow.wav;Bow.wav
闇時雨(命中), 3;BreakOff.wav;1;Saber.wav;1;Saber.wav;1;Saber.wav;Saber.wav
ハンドスタンドキック(命中), Punch.wav
リンクステイル(命中), Saber.wav
スピンサイズ(命中), 2;Saber.wav;2;Saber.wav;Saber.wav
ライノホーン(命中), Crash.wav
スクラッチホイール(命中), Bazooka.wav
マレットスマッシュ(命中), Crash.wav
ブレイブダンス(命中), Combo.wav
ダッキングストレート(命中), Punch.wav
ダッキングアッパー(命中), Punch.wav
ショートスイングブロー(命中), Punch.wav
ジェットアッパー(命中), Bazooka.wav
マシンガンブロー(命中), 1;Punch.wav;1;Punch.wav;1;Punch.wav;Punch.wav
クロスカウンター(命中), Crash.wav
コークスクリューブロー(命中), Crash.wav
ロケットアッパー(命中), 5;Bazooka.wav;5;Bazooka.wav;1;Bazooka.wav;1;Bazooka.wav;1;Bazooka.wav;Bazooka.wav
ローリングサンダー(命中), Combo.wav
エルボーキャノン(命中), Punch.wav
ドリルキック(命中), Punch.wav
ライジングコブラ(命中), Crash.wav
フライングバイパー, Swing.wav
フライングバイパー(命中), Punch.wav
スネークファング(命中), 4;Swing.wav;Shock(Low).wav
トルネイドフック(命中), Punch.wav
電磁ブラスト(命中), Thunder.wav
エレクトリックスネーク(命中), Thunder.wav
スラムダンス(命中), 3;Shock(Low).wav;1;Swing.wav;3;Shock(Low).wav;1;Swing.wav;Shock(Low).wav
超電磁ストーム(命中), Thunder.wav
ハンマーフック(命中), Punch.wav
ボディプレス, Swing.wav
ボディプレス(命中), Shock(Low).wav
モンスターラリアット(命中), Bazooka.wav
ジャイアントパームボンバー(命中), Crash.wav
ウルトラスルー(命中), 4;Whiz.wav;Shock(Low).wav
Ｓ・Ｄ・バックブリーカー(命中), Shock(Low).wav
ミートスカッシャー(命中), Shock(Low).wav
ムーンサルトプレス(命中), 1;Swing.wav;1;Swing.wav;4;Swing.wav;Shock(Low).wav
ハンマーマウンテン(命中), FastGun.wav
メガトンプレス(命中),1;Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav;4;Swing.wav;Explode(Nuclear).wav
クォーラルパンチ(命中), Punch.wav
メタリックスフィア, Whiz.wav
メタリックスフィア(命中), Shock(Low).wav
チャリオットタックル(命中), Bazooka.wav
バイオレンスニードロップ(命中), Bazooka.wav
デンジャラスヘッドバット(命中), Crash.wav
ユピテルサンダー, Whiz.wav
ユピテルサンダー(命中), Shock(Low).wav
タイラントバニッシュ(命中), Explode.wav
クォーラルキック(命中), Punch.wav
パイロキネシス, Whiz.wav
パイロキネシス(命中), Fire.wav
クリオキネシス, Whiz.wav
クリオキネシス(命中), BeamCoat.wav
サイバーラリアット(命中), Cannon.wav
ムーンサルトニードロップ(命中), Bazooka.wav
サイコヘッドバット(命中), Crash.wav
メテオストライク(命中), Explode(Nuclear).wav
セラフィックウイング(命中), Inori.wav
反射(護脚攻), FightHit(2).wav;2;BreakOff.wav
頚手絞(命中), Punch.wav
振脚撃, Swing.wav
振脚撃(命中), FightHit(1).wav
肘激崩(命中), FightHit(1).wav
振空撃, Swing.wav
振空撃(命中), FightHit(1).wav
掌燐撃, Crash.wav
掌燐撃(命中), BreakOff.wav
気練射, 1;Chage.wav;3;Whiz.wav
気練射(命中), Combo.wav
連昇激, Swing.wav;1;Swing.wav
連昇激(命中), BreakOff.wav;1;BreakOff.wav
撃鳳技, Swing.wav;3;Swing.wav;3;Swing.wav;1;Swing.wav;1;Swing.wav
撃凰技(命中), Combo.wav
訃刀, Swing.wav
訃刀(命中), Explode.wav
連舞(命中), Combo.wav;5;Stab.wav
天叫殺(命中), 1;BreakOff.wav;3;Shock(Low).wav;3;Stab.wav
スカロファイト(命中), BreakOff.wav
スカロファイト(命中), Combo.wav
スカロファイト(命中), Shock(Low).wav
スカロファイト(命中), Explode.wav
スカロファイト(命中), FightHit(1).wav
スカロクラッシャー, Saber.wav
スカロクラッシャー(命中), BreakOff.wav
スカロスライダー, Whiz.wav
スカロスライダー(命中), FightHit(4).wav
スカロトカチェフ, Saber.wav
スカロトカチェフ(命中), Swing.wav;3;Swing.wav;5;Shock(Low).wav
スカロヘッド(命中), Bazooka.wav
スーパースカロクラッシャー, Saber.wav;1;Saber.wav;1;Saber.wav;1;Saber.wav
スーパースカロクラッシャー(命中), Combo.wav
スーパースカロスライダー, Whiz.wav
スーパースカロスライダー(命中), 2;Combo.wav;6;Punch(3).wav
スカロボール, Beam.wav
スカロボール(命中), Explode.wav
スカロエナジー, Charge(high).wav
スカロエナジー(命中), Explode.wav
スカロドリーム(命中), Combo.wav
スカロドリーム(命中), Bow.wav;3;BreakOff.wav;3;Cannon.wav;3;Crash.wav;3;Drum.wav;3;Slap.wav;3;Cat.wav
スカロドリーム(命中), FightHit(4).wav;2;FightHit(2).wav;2;FightHit(3).wav;5;FightHit(4).wav;2;FightHit(2).wav;2;FightHit(1).wav;6;Punch.wav;2;Punch.wav;2;Punch.wav
スカロドリーム(とどめ), Explode(Long).wav
スーパースカロエナジー, Charge(high).wav
スーパースカロエナジー(命中), Explode(Long).wav
アクラル・リスト(命中), BreakOff.wav
テネル・キック, Swing.wav
テネル・キック, Swing(2).wav
テネル・キック(命中), FightHit(4).wav
テネル・キック(命中), BreakOff.wav
ドリル・プルス, Swing.wav
ドリル・プルス, Whiz.wav
ドリル・プルス(命中), FightHit(4).wav
ドリル・プルス(命中), Punch(2).wav
プリム・キック, Swing.wav
プリム・キック(命中), Punch(3).wav
カインド・ウインド, Saber.wav
カインド・ウインド(命中), Shock(Low).wav
レスアル・カーナ, Swing(2).wav
レスアル・カーナ(命中), FightHit(4).wav;4;FightHit(4).wav;4;FightHit(4).wav;4;BreakOff.wav
プラエク・ラーム, Swing.wav;1;Swing.wav;1;Swing.wav;1;Swing.wav;Storm.wav
プラエク・ラーム(命中), Combo.wav
グラドゥス・パール, Snap(E).wav
グラドゥス・パール(命中), Sharara.wav
反射(サッカーボールキック), Cannon.wav
ダッシュパンチ, Swing.wav
ダッシュパンチ(命中), Punch.wav
ダッシュパンチ(命中), FightHit(3).wav
ファイナルパンチ, Cannon.wav
ファイナルパンチ(命中), Shock(Low).wav
ファイナルパンチ(命中), Crash.wav
バッティングヒーロー, Swing.wav
バッティングヒーロー(命中), Sword.wav
クレイジージャック, -
ホームランヒーロー, Swing(2).wav
ホームランヒーロー(命中), Slash(4).wav
