
ファイアーエムブレム
鉄の剣(クリティカル), Combo.wav
おどる, Sharara.wav;5;精神コマンド\captivation05.bmp 48 48 - - 透過
シールド防御(大盾), Black.bmp 128 128;0.5;精神コマンド\teppeki[01-03].bmp 48 48 - - 透過;Flair.wav;3;精神コマンド\teppeki[03-06].bmp 48 48 - - 透過;5;精神コマンド\teppeki03.bmp 48 48 - - 透過
毒の剣(クリティカル), Combo.wav
キルソード(クリティカル), Combo.wav
ショートソード(クリティカル), Combo.wav
ロングソード(クリティカル), Combo.wav
グレートソード(クリティカル), Combo.wav
ベオの剣(クリティカル), Combo.wav
ロプトの剣(クリティカル), Combo.wav
ブラギの剣(クリティカル), Combo.wav
毒の槍(クリティカル), Combo.wav
キラーランス(クリティカル), Combo.wav
キラーアクス(クリティカル), Combo.wav
バトルアクス(クリティカル), Combo.wav
デビルアクス(クリティカル), Combo.wav
毒の弓(クリティカル), Combo.wav
ショートボウ, Bow.wav
ショートボウ(命中), Stab.wav
ショートボウ(クリティカル), Combo.wav
ロングボウ, Bow.wav
ロングボウ(命中), Stab.wav
ロングボウ(クリティカル), Combo.wav
グレートボウ, Bow.wav
グレートボウ(命中), Stab.wav
グレートボウ(クリティカル), Combo.wav
プージ, Swing.wav
プージ(命中), Slash.wav
プージ(クリティカル), Combo.wav
王者の剣, 2;Swing.wav;Swing.wav
王者の剣(命中), 2;Slash.wav;Slash.wav
王者の剣(クリティカル), Combo.wav
暗黒の剣, 2;Swing.wav;Swing.wav
暗黒の剣(命中), 2;Slash.wav;Slash.wav
暗黒の剣(クリティカル), Combo.wav
マリータの剣, 2;Swing.wav;Swing.wav
マリータの剣(命中), 2;Slash.wav;Slash.wav
マリータの剣(クリティカル), Combo.wav
聖なる剣, 2;Swing.wav;Swing.wav
聖なる剣(命中), 2;Slash.wav;Slash.wav
聖なる剣(クリティカル), Combo.wav
マスターソード, 2;Swing.wav;Swing.wav
マスターソード(命中), 2;Slash.wav;Slash.wav
マスターソード(クリティカル), Combo.wav
マスターランス, 2;Swing.wav;Swing.wav
マスターランス(命中), 2;Stab.wav;Stab.wav
マスターランス(クリティカル), Combo.wav
ドラゴンランス, 2;Swing.wav;Swing.wav
ドラゴンランス(命中), 2;Stab.wav;Stab.wav
ドラゴンランス(クリティカル), Combo.wav
マスターアクス, 2;Swing.wav;Swing.wav
マスターアクス(命中), 2;Slash.wav;Swing.wav
マスターアクス(命中), 2;Swing.wav;Slash.wav
マスターアクス(クリティカル), Combo.wav
マスターボウ, 1;Bow.wav;Bow.wav
マスターボウ(命中), 1;Stab.wav;Stab.wav
マスターボウ(クリティカル), Combo.wav
ダイムサンダ, 2;Thunder.wav;Thunder.wav
待ち伏せ(ダイムサンダ), 2;Thunder.wav;Thunder.wav
グラフカリバー, 6;Storm.wav;LaserGun.wav
グラフカリバー(命中), Slash.wav
グラフカリバー(クリティカル), 1;Shock(low).wav;Slash.wav
フォルセティ(準備), Black.bmp 128 128;Glass.wav;2;NUnitOn[01-04].bmp 48 48 - - 透過;2;Clear
フォルセティ, MicroMissile.wav

汎用
マスターソード, 2;Swing.wav;Swing.wav
マスターソード(命中), 2;Slash.wav;Slash.wav
マスターソード(クリティカル), Combo.wav
マスターランス, 2;Swing.wav;Swing.wav
マスターランス(命中), 2;Stab.wav;Stab.wav
マスターランス(クリティカル), Combo.wav
マスターアクス, 2;Swing.wav;Swing.wav
マスターアクス(命中), 2;Slash.wav;Swing.wav
マスターアクス(命中), 2;Swing.wav;Slash.wav
マスターアクス(クリティカル), Combo.wav
マスターボウ, 1;Bow.wav;Bow.wav
マスターボウ(命中), 1;Stab.wav;Stab.wav
マスターボウ(クリティカル), Combo.wav
